step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
543,TRANSFER,2.5586182e+06,C1229649217,2.5586182e+06,0.0,C642148524,0.0,0.0,1,0
382,PAYMENT,36606.21,C1482094757,0.0,0.0,M2064770891,0.0,0.0,0,0
249,TRANSFER,3.8796698e+06,C754455797,3.8796698e+06,0.0,C2131616208,0.0,0.0,1,0
354,CASH_OUT,160842.92,C1789071264,388159.94,227317.02,C979988192,3.4620262e+06,3.6228692e+06,0,0
523,TRANSFER,497928.97,C2025900905,497928.97,0.0,C860186566,0.0,0.0,1,0
399,PAYMENT,87025.11,C684857721,12078.0,0.0,M1390595525,0.0,0.0,0,0
162,CASH_IN,211803.83,C1704235773,5.4897755e+06,5.701579e+06,C1911412533,2.5742688e+06,2.362465e+06,0,0
158,CASH_OUT,83970.4,C368546761,0.0,0.0,C1758987353,1.2912974e+06,1.3752678e+06,0,0
26,CASH_OUT,369186.88,C1121219802,369186.88,0.0,C418751321,36224.11,405410.97,1,0
277,CASH_IN,29204.31,C873926804,107536.0,136740.31,C348534094,0.0,0.0,0,0
240,DEBIT,4198.83,C197967535,62627.0,58428.17,C1551518580,224360.77,228559.6,0,0
404,CASH_IN,3550.54,C1428884461,2.362245e+06,2.3657955e+06,C1285980875,563965.2,560414.7,0,0
157,CASH_IN,138523.02,C314190309,7.480671e+06,7.619194e+06,C893769262,511107.5,372584.5,0,0
350,CASH_IN,270006.6,C681838953,3122.0,273128.6,C1323236388,0.0,0.0,0,0
203,TRANSFER,399923.75,C2035174510,0.0,0.0,C1354201730,1.0581124e+07,1.0754809e+07,0,0
355,CASH_OUT,384508.47,C293086250,0.0,0.0,C158816001,849846.94,1.2343554e+06,0,0
179,CASH_OUT,221687.12,C1670827567,10398.0,0.0,C1746937935,0.0,221687.12,0,0
242,TRANSFER,3.1394232e+06,C1851386700,3.1394232e+06,0.0,C659106449,0.0,0.0,1,0
621,CASH_OUT,323411.7,C573615407,0.0,0.0,C462958659,576169.94,899581.6,0,0
252,CASH_IN,343862.28,C400771621,23080.0,366942.28,C99507089,1.048435e+06,704572.75,0,0
156,PAYMENT,10608.39,C725352998,0.0,0.0,M1856375181,0.0,0.0,0,0
299,PAYMENT,33529.51,C639039869,55228.0,21698.49,M1027753374,0.0,0.0,0,0
213,CASH_OUT,65696.48,C1110423520,9508.0,0.0,C4205339,44930.57,110627.05,0,0
16,PAYMENT,7113.59,C436057711,1108.0,0.0,M345413103,0.0,0.0,0,0
160,CASH_OUT,211022.64,C1333716834,575598.0,364575.38,C2053383169,6991.0,203598.92,0,0
212,CASH_OUT,62585.12,C689085730,0.0,0.0,C948973407,376109.72,438694.84,0,0
281,CASH_IN,41400.85,C2097960998,3.023366e+06,3.0647668e+06,C2074137390,174415.98,133015.12,0,0
329,CASH_OUT,133966.06,C1709694084,0.0,0.0,C583860586,316162.53,450128.6,0,0
334,PAYMENT,8051.71,C2111408768,223901.27,215849.55,M1968568183,0.0,0.0,0,0
204,CASH_IN,88996.3,C1661204798,1.6917332e+06,1.7807295e+06,C508888184,104779.94,15783.64,0,0
139,PAYMENT,20494.52,C1940048087,499513.0,479018.47,M2126465660,0.0,0.0,0,0
255,CASH_IN,92783.52,C1142521515,24953.0,117736.52,C833808924,1.2298504e+06,1.1370669e+06,0,0
203,CASH_OUT,105259.36,C1913925432,202087.0,96827.64,C1702005693,468996.0,574255.4,0,0
204,CASH_OUT,76254.02,C921177053,0.0,0.0,C573169697,448028.28,524282.28,0,0
298,PAYMENT,24927.5,C559058781,21297.0,0.0,M771665220,0.0,0.0,0,0
187,CASH_OUT,158280.66,C1486296436,0.0,0.0,C284744672,344714.16,502994.8,0,0
10,PAYMENT,9937.76,C697822075,0.0,0.0,M489934270,0.0,0.0,0,0
161,CASH_OUT,38302.52,C24507074,0.0,0.0,C2080570302,202702.0,348238.56,0,0
213,TRANSFER,332761.6,C1993703687,32061.0,0.0,C1207611046,0.0,332761.6,0,0
702,TRANSFER,240746.27,C1377043932,240746.27,0.0,C868639312,0.0,0.0,1,0
34,CASH_IN,567399.9,C843024179,20684.0,588083.9,C2013582501,2590.0,6.693194e+06,0,0
378,CASH_OUT,539170.8,C2116774151,0.0,0.0,C1982312586,555009.9,938630.4,0,0
322,TRANSFER,3.9470335e+06,C285835546,0.0,0.0,C385102396,1.2555965e+07,1.6502998e+07,0,0
325,CASH_OUT,300421.84,C231772998,21141.0,0.0,C561179380,1.4564305e+06,1.7568524e+06,0,0
353,PAYMENT,27688.66,C5658250,0.0,0.0,M910369375,0.0,0.0,0,0
348,CASH_IN,347278.3,C590058381,9024.0,356302.3,C1743546635,136117.33,0.0,0,0
259,CASH_OUT,148768.9,C892556355,0.0,0.0,C432322181,6.0488705e+06,6.1976395e+06,0,0
7,PAYMENT,11346.97,C148506139,0.0,0.0,M1050302074,0.0,0.0,0,0
300,PAYMENT,35963.85,C451372134,0.0,0.0,M1467496845,0.0,0.0,0,0
353,CASH_OUT,839008.94,C46669034,839008.94,0.0,C1321957985,364600.34,1.2036092e+06,1,0
206,CASH_IN,289598.9,C1320375483,14614.0,304212.9,C2087485452,24366.5,0.0,0,0
141,PAYMENT,6115.61,C581162156,11086.0,4970.39,M2141295659,0.0,0.0,0,0
231,TRANSFER,359643.9,C727034022,0.0,0.0,C113535814,614321.4,973965.3,0,0
234,TRANSFER,436939.62,C174200528,0.0,0.0,C562930169,3.048293e+06,3.4852325e+06,0,0
236,CASH_OUT,308982.66,C2027175230,866.05,0.0,C680530205,373259.0,682241.7,0,0
18,PAYMENT,25330.62,C63635537,10449.0,0.0,M93240164,0.0,0.0,0,0
351,CASH_OUT,387426.1,C273209516,11231.0,0.0,C1506662757,245188.9,632615.0,0,0
280,CASH_OUT,232462.38,C1656374257,0.0,0.0,C883053087,277615.34,510077.72,0,0
308,CASH_OUT,71729.34,C620833006,13129.0,0.0,C225814498,6.9900125e+06,7.894112e+06,0,0
202,PAYMENT,6336.53,C1646108219,6051.0,0.0,M2098794924,0.0,0.0,0,0
141,CASH_OUT,99803.44,C308736469,0.0,0.0,C1451089562,302473.56,402277.0,0,0
332,CASH_OUT,301579.4,C1960915719,301579.4,0.0,C260097311,125555.26,427134.7,1,0
716,TRANSFER,1.8979218e+06,C860413679,1.8979218e+06,0.0,C1253519573,0.0,0.0,1,0
543,CASH_OUT,57204.07,C947854102,57204.07,0.0,C149021692,2.726028e+06,2.783232e+06,1,0
205,PAYMENT,20788.3,C1389316806,11079.0,0.0,M643118667,0.0,0.0,0,0
212,PAYMENT,7081.2,C365827025,15964.0,8882.8,M543124855,0.0,0.0,0,0
372,CASH_OUT,278522.75,C1462929755,0.0,0.0,C996710093,1.2108881e+06,1.4894109e+06,0,0
427,TRANSFER,225324.05,C1109518048,225324.05,0.0,C1691016675,0.0,0.0,1,0
164,CASH_OUT,44690.42,C340151346,204742.0,160051.58,C1651848051,7420.05,52110.47,0,0
155,CASH_OUT,494442.2,C1177564509,0.0,0.0,C766563613,1.5720765e+06,2.0665188e+06,0,0
369,CASH_IN,436004.56,C1861646447,7.7695255e+06,8.20553e+06,C283799797,570669.8,134665.28,0,0
211,CASH_OUT,106190.01,C1988897201,0.0,0.0,C59935339,264953.66,371143.66,0,0
137,TRANSFER,422938.72,C356545002,0.0,0.0,C1029966873,3.4668578e+06,3.8897965e+06,0,0
303,CASH_OUT,35988.28,C1628668634,0.0,0.0,C1463755042,786514.94,822503.2,0,0
140,PAYMENT,20799.35,C709360102,50135.0,29335.65,M565168886,0.0,0.0,0,0
278,CASH_OUT,223574.47,C1666558285,0.0,0.0,C733641012,890039.3,1.1136138e+06,0,0
33,PAYMENT,816.18,C1648238425,0.0,0.0,M762284836,0.0,0.0,0,0
119,TRANSFER,202263.03,C1189212996,202263.03,0.0,C632437973,0.0,0.0,1,0
373,CASH_OUT,214973.48,C1149355800,0.0,0.0,C2074870721,581985.7,796959.2,0,0
133,CASH_OUT,441321.88,C1352221327,0.0,0.0,C284603084,552133.75,993455.6,0,0
227,CASH_OUT,176669.36,C1334947902,20116.0,0.0,C929236468,5.3946055e+06,5.571275e+06,0,0
311,PAYMENT,8107.56,C2082934281,96557.0,88449.44,M661451176,0.0,0.0,0,0
227,CASH_OUT,71954.82,C76155601,0.0,0.0,C97767238,564180.3,636135.1,0,0
13,CASH_OUT,72009.76,C1951689250,28379.0,0.0,C1713489043,0.0,72009.76,0,0
617,CASH_OUT,1e+07,C803647471,1e+07,0.0,C1820998538,0.0,1e+07,1,0
329,TRANSFER,810328.1,C735471728,152792.0,0.0,C2045682638,0.0,810328.1,0,0
334,CASH_OUT,61196.76,C1185629113,7536.66,0.0,C1351619586,309758.0,370954.78,0,0
485,TRANSFER,277485.25,C1505030258,277485.25,0.0,C275418011,0.0,0.0,1,0
629,TRANSFER,1.0510181e+06,C1597001558,1.0510181e+06,0.0,C1628780736,0.0,0.0,1,0
143,PAYMENT,1832.4,C1965132344,0.0,0.0,M1237083646,0.0,0.0,0,0
9,PAYMENT,7793.57,C1785610646,0.0,0.0,M1341335709,0.0,0.0,0,0
178,CASH_IN,110531.54,C738986927,24005.0,134536.55,C1867295773,4.3951815e+06,4.28465e+06,0,0
347,TRANSFER,12845.71,C1198853911,44302.0,31456.29,C694090817,1.4258088e+06,1.4386545e+06,0,0
372,CASH_OUT,47562.75,C864469183,72556.0,24993.25,C1077256301,0.0,47562.75,0,0
38,CASH_IN,168471.02,C422253784,42492.0,210963.02,C699026377,6.4412275e+06,6.2727565e+06,0,0
324,CASH_OUT,8349.85,C385201849,0.0,0.0,C622305807,4.0407665e+06,4.0491162e+06,0,0
12,PAYMENT,37386.56,C54609809,21050.0,0.0,M1924173296,0.0,0.0,0,0
20,CASH_IN,269340.6,C175911063,6043.0,275383.6,C808596935,236349.88,0.0,0,0
399,CASH_IN,168548.73,C1793744562,2.5618378e+06,2.7303865e+06,C1389960847,1.7038511e+06,1.5353024e+06,0,0
285,PAYMENT,9290.0,C336380995,51400.0,42110.0,M1800083062,0.0,0.0,0,0
453,TRANSFER,134725.66,C1443740367,134725.66,0.0,C465493916,0.0,0.0,1,0
544,PAYMENT,15179.95,C1257624063,10600.0,0.0,M1358727518,0.0,0.0,0,0
19,PAYMENT,8566.56,C1752507289,10809.0,2242.44,M911850213,0.0,0.0,0,0
34,PAYMENT,4602.15,C1812532552,0.0,0.0,M251013106,0.0,0.0,0,0
94,TRANSFER,2.16968e+06,C358188091,2.16968e+06,0.0,C329029721,0.0,0.0,1,0
610,PAYMENT,12445.38,C566328813,0.0,0.0,M716023485,0.0,0.0,0,0
164,CASH_IN,73330.16,C1739825976,54481.0,127811.16,C1897391288,0.0,0.0,0,0
